feature1	feature2	r	p	p_adjusted
Succiniclasticum	uncl(NK4A214)	0.4508	0.001	0.0018702770780856424
Selenomonas	uncl(NK4A214)	-0.5289	0.001	0.0018702770780856424
Dialister	uncl(NK4A214)	-0.5491	0.001	0.0018702770780856424
Megasphaera	uncl(NK4A214)	-0.0655	0.4436	0.49196863330843915
Negativicutes_uncl	uncl(NK4A214)	0.6354	0.001	0.0018702770780856424
Candidatus_Saccharimonas	uncl(NK4A214)	0.5994	0.001	0.0018702770780856424
Rhodospirillales_uncl	uncl(NK4A214)	0.624	0.001	0.0018702770780856424
Comamonas	uncl(NK4A214)	0.1634	0.045	0.06176062846580407
Ruminobacter	uncl(NK4A214)	-0.148	0.0799	0.10362576419213973
Succinivibrio	uncl(NK4A214)	-0.2872	0.001	0.0018702770780856424
Acinetobacter	uncl(NK4A214)	0.2053	0.013	0.019559270516717325
Sphaerochaeta	uncl(NK4A214)	0.5641	0.001	0.0018702770780856424
Treponema	uncl(NK4A214)	-0.3743	0.001	0.0018702770780856424
uncl(NK4A214)	uncl(WPS-2)	0.4712	0.001	0.0018702770780856424
uncl(Family_XIII_AD3011)	uncl(UCG-010)	0.3589	0.002	0.0034859154929577463
Eubacterium_nodatum	uncl(UCG-010)	-0.6927	0.001	0.0018702770780856424
Succiniclasticum	uncl(UCG-010)	0.4746	0.001	0.0018702770780856424
Selenomonas	uncl(UCG-010)	-0.4611	0.001	0.0018702770780856424
Dialister	uncl(UCG-010)	-0.6854	0.001	0.0018702770780856424
Megasphaera	uncl(UCG-010)	-0.0184	0.8242	0.8464294605809128
Negativicutes_uncl	uncl(UCG-010)	0.7183	0.001	0.0018702770780856424
Candidatus_Saccharimonas	uncl(UCG-010)	0.522	0.001	0.0018702770780856424
Rhodospirillales_uncl	uncl(UCG-010)	0.6921	0.001	0.0018702770780856424
Comamonas	uncl(UCG-010)	0.1782	0.021	0.0304541015625
Ruminobacter	uncl(UCG-010)	0.1143	0.1878	0.2250871670702179
Succinivibrio	uncl(UCG-010)	-0.3759	0.001	0.0018702770780856424
Acinetobacter	uncl(UCG-010)	0.1297	0.1159	0.14573370025402202
Sphaerochaeta	uncl(UCG-010)	0.6754	0.001	0.0018702770780856424
Treponema	uncl(UCG-010)	-0.2948	0.003	0.005097254004576658
uncl(UCG-010)	uncl(WPS-2)	0.5286	0.001	0.0018702770780856424
Eubacterium_nodatum	uncl(Family_XIII_AD3011)	-0.1664	0.0539	0.07283121019108281
Succiniclasticum	uncl(Family_XIII_AD3011)	0.477	0.001	0.0018702770780856424
Selenomonas	uncl(Family_XIII_AD3011)	-0.3153	0.001	0.0018702770780856424
Dialister	uncl(Family_XIII_AD3011)	-0.1775	0.042	0.05812674743709227
Megasphaera	uncl(Family_XIII_AD3011)	-0.076	0.4196	0.46744636159039754
Negativicutes_uncl	uncl(Family_XIII_AD3011)	0.2956	0.002	0.0034859154929577463
Candidatus_Saccharimonas	uncl(Family_XIII_AD3011)	0.5207	0.001	0.0018702770780856424
Rhodospirillales_uncl	uncl(Family_XIII_AD3011)	0.2991	0.001	0.0018702770780856424
Comamonas	uncl(Family_XIII_AD3011)	-0.0089	0.9141	0.9234275510204082
Ruminobacter	uncl(Family_XIII_AD3011)	-0.169	0.0659	0.086988
Succinivibrio	uncl(Family_XIII_AD3011)	-0.0591	0.4985	0.5455213706705969
Acinetobacter	uncl(Family_XIII_AD3011)	-0.1228	0.1658	0.20281136738056013
Sphaerochaeta	uncl(Family_XIII_AD3011)	0.1582	0.0729	0.09538017621145375
Treponema	uncl(Family_XIII_AD3011)	-0.124	0.1249	0.1557317380352645
uncl(Family_XIII_AD3011)	uncl(WPS-2)	0.3309	0.001	0.0018702770780856424
Eubacterium_nodatum	Succiniclasticum	-0.3348	0.001	0.0018702770780856424
Eubacterium_nodatum	Selenomonas	0.3575	0.001	0.0018702770780856424
Dialister	Eubacterium_nodatum	0.7436	0.001	0.0018702770780856424
Eubacterium_nodatum	Megasphaera	-0.0556	0.5095	0.5546975806451613
Eubacterium_nodatum	Negativicutes_uncl	-0.6152	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Eubacterium_nodatum	-0.3441	0.001	0.0018702770780856424
Eubacterium_nodatum	Rhodospirillales_uncl	-0.6153	0.001	0.0018702770780856424
Comamonas	Eubacterium_nodatum	-0.1934	0.018	0.02649157581764123
Eubacterium_nodatum	Ruminobacter	-0.2423	0.006	0.00951923076923077
Eubacterium_nodatum	Succinivibrio	0.3011	0.002	0.0034859154929577463
Acinetobacter	Eubacterium_nodatum	-0.1148	0.1678	0.2049202302631579
Eubacterium_nodatum	Sphaerochaeta	-0.6134	0.001	0.0018702770780856424
Eubacterium_nodatum	Treponema	0.1741	0.0549	0.07384646739130435
Eubacterium_nodatum	uncl(WPS-2)	-0.3946	0.001	0.0018702770780856424
Selenomonas	Succiniclasticum	-0.6062	0.001	0.0018702770780856424
Dialister	Succiniclasticum	-0.4238	0.001	0.0018702770780856424
Megasphaera	Succiniclasticum	-0.2291	0.007	0.0109536354056902
Negativicutes_uncl	Succiniclasticum	0.4903	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Succiniclasticum	0.5624	0.001	0.0018702770780856424
Rhodospirillales_uncl	Succiniclasticum	0.3243	0.001	0.0018702770780856424
Comamonas	Succiniclasticum	-0.0232	0.7852	0.8136929518492673
Ruminobacter	Succiniclasticum	-0.0333	0.7023	0.7375640028288544
Succiniclasticum	Succinivibrio	-0.19	0.027	0.03844199424736337
Acinetobacter	Succiniclasticum	-0.039	0.6693	0.7079134615384616
Sphaerochaeta	Succiniclasticum	0.3455	0.001	0.0018702770780856424
Succiniclasticum	Treponema	-0.22	0.013	0.019559270516717325
Succiniclasticum	uncl(WPS-2)	0.4305	0.001	0.0018702770780856424
Dialister	Selenomonas	0.6149	0.001	0.0018702770780856424
Megasphaera	Selenomonas	0.301	0.002	0.0034859154929577463
Negativicutes_uncl	Selenomonas	-0.5395	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Selenomonas	-0.5423	0.001	0.0018702770780856424
Rhodospirillales_uncl	Selenomonas	-0.3808	0.001	0.0018702770780856424
Comamonas	Selenomonas	-0.1905	0.02	0.02914622178606477
Ruminobacter	Selenomonas	0.1336	0.1568	0.1929146644573322
Selenomonas	Succinivibrio	0.324	0.004	0.006592674805771366
Acinetobacter	Selenomonas	-0.3068	0.001	0.0018702770780856424
Selenomonas	Sphaerochaeta	-0.436	0.001	0.0018702770780856424
Selenomonas	Treponema	0.4937	0.001	0.0018702770780856424
Selenomonas	uncl(WPS-2)	-0.3653	0.001	0.0018702770780856424
Dialister	Megasphaera	0.1825	0.04	0.05556594948550047
Dialister	Negativicutes_uncl	-0.6663	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Dialister	-0.4551	0.001	0.0018702770780856424
Dialister	Rhodospirillales_uncl	-0.6103	0.001	0.0018702770780856424
Comamonas	Dialister	-0.3088	0.002	0.0034859154929577463
Dialister	Ruminobacter	-0.1082	0.2078	0.24607894736842106
Dialister	Succinivibrio	0.4465	0.001	0.0018702770780856424
Acinetobacter	Dialister	-0.295	0.002	0.0034859154929577463
Dialister	Sphaerochaeta	-0.63	0.001	0.0018702770780856424
Dialister	Treponema	0.4249	0.001	0.0018702770780856424
Dialister	uncl(WPS-2)	-0.4481	0.001	0.0018702770780856424
Megasphaera	Negativicutes_uncl	-0.0903	0.2697	0.3124060062402496
Candidatus_Saccharimonas	Megasphaera	-0.3907	0.001	0.0018702770780856424
Megasphaera	Rhodospirillales_uncl	-0.159	0.0559	0.07478513513513513
Comamonas	Megasphaera	0.2054	0.014	0.02089447236180905
Megasphaera	Ruminobacter	-0.2546	0.006	0.00951923076923077
Megasphaera	Succinivibrio	-0.2192	0.008	0.012413793103448275
Acinetobacter	Megasphaera	-0.0185	0.8362	0.8552045454545455
Megasphaera	Sphaerochaeta	-0.0534	0.5085	0.5544218061674008
Megasphaera	Treponema	0.3451	0.001	0.0018702770780856424
Megasphaera	uncl(WPS-2)	-0.3301	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Negativicutes_uncl	0.4942	0.001	0.0018702770780856424
Negativicutes_uncl	Rhodospirillales_uncl	0.6023	0.001	0.0018702770780856424
Comamonas	Negativicutes_uncl	0.1974	0.018	0.02649157581764123
Negativicutes_uncl	Ruminobacter	0.205	0.016	0.02376
Negativicutes_uncl	Succinivibrio	-0.1965	0.016	0.02376
Acinetobacter	Negativicutes_uncl	0.2286	0.008	0.012413793103448275
Negativicutes_uncl	Sphaerochaeta	0.6604	0.001	0.0018702770780856424
Negativicutes_uncl	Treponema	-0.3696	0.001	0.0018702770780856424
Negativicutes_uncl	uncl(WPS-2)	0.4912	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Rhodospirillales_uncl	0.5846	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Comamonas	0.2014	0.009	0.013892931392931391
Candidatus_Saccharimonas	Ruminobacter	-0.0607	0.4855	0.534445885841364
Candidatus_Saccharimonas	Succinivibrio	-0.112	0.1728	0.20981847914963206
Acinetobacter	Candidatus_Saccharimonas	0.2658	0.003	0.005097254004576658
Candidatus_Saccharimonas	Sphaerochaeta	0.4161	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Treponema	-0.5138	0.001	0.0018702770780856424
Candidatus_Saccharimonas	uncl(WPS-2)	0.5312	0.001	0.0018702770780856424
Comamonas	Rhodospirillales_uncl	0.1064	0.1808	0.21775182481751823
Rhodospirillales_uncl	Ruminobacter	0.1894	0.026	0.037089337175792506
Rhodospirillales_uncl	Succinivibrio	-0.2341	0.012	0.018183673469387755
Acinetobacter	Rhodospirillales_uncl	0.1569	0.0559	0.07478513513513513
Rhodospirillales_uncl	Sphaerochaeta	0.6771	0.001	0.0018702770780856424
Rhodospirillales_uncl	Treponema	-0.3202	0.004	0.006592674805771366
Rhodospirillales_uncl	uncl(WPS-2)	0.5032	0.001	0.0018702770780856424
Comamonas	Ruminobacter	-0.2705	0.001	0.0018702770780856424
Comamonas	Succinivibrio	-0.2566	0.002	0.0034859154929577463
Acinetobacter	Comamonas	0.5623	0.001	0.0018702770780856424
Comamonas	Sphaerochaeta	0.2027	0.008	0.012413793103448275
Comamonas	Treponema	-0.3357	0.002	0.0034859154929577463
Comamonas	uncl(WPS-2)	0.138	0.0799	0.10362576419213973
Ruminobacter	Succinivibrio	0.3478	0.002	0.0034859154929577463
Acinetobacter	Ruminobacter	-0.1181	0.1598	0.1962803970223325
Ruminobacter	Sphaerochaeta	0.1565	0.0799	0.10362576419213973
Ruminobacter	Treponema	0.2533	0.009	0.013892931392931391
Ruminobacter	uncl(WPS-2)	0.1398	0.0869	0.11192237640936686
Acinetobacter	Succinivibrio	-0.1578	0.0539	0.07283121019108281
Sphaerochaeta	Succinivibrio	-0.2772	0.002	0.0034859154929577463
Succinivibrio	Treponema	0.1875	0.043	0.05923469387755101
Succinivibrio	uncl(WPS-2)	-0.1604	0.0609	0.08089132379248658
Acinetobacter	Sphaerochaeta	0.1945	0.017	0.02509443339960239
Acinetobacter	Treponema	-0.4929	0.001	0.0018702770780856424
Acinetobacter	uncl(WPS-2)	0.134	0.1059	0.13452651839178784
Sphaerochaeta	Treponema	-0.2894	0.001	0.0018702770780856424
Sphaerochaeta	uncl(WPS-2)	0.4547	0.001	0.0018702770780856424
Treponema	uncl(WPS-2)	-0.3969	0.001	0.0018702770780856424
